request,product,quantity,client,cluster,duedate,refuse cost,delay cost
0,0,2,0,3,21,4.62,2.31
1,0,6,0,3,102,4.84,2.42
2,0,2,0,3,128,3.5,1.75
3,0,5,0,3,240,5.18,2.59
4,0,4,0,3,203,3.18,1.59
5,0,3,0,3,125,4.34,2.17
6,0,1,0,3,95,2.02,1.01
7,0,2,0,3,36,2.6,1.3
8,0,2,0,3,-13,3.62,1.81
9,0,6,0,3,103,4.74,2.37
10,0,8,0,3,117,2.18,1.09
11,0,1,0,3,110,5.22,2.61
12,0,5,0,3,112,3.76,1.88
13,0,2,0,3,71,2.76,1.38
14,1,222,0,3,176,4.22,2.11
15,1,187,0,3,102,4.36,2.18
16,0,3,1,0,198,3.62,1.81
17,0,3,1,0,131,2.92,1.46
18,0,3,1,0,178,2.46,1.23
19,0,4,1,0,188,5.1,2.55
20,0,2,1,0,94,4.1,2.05
21,0,4,1,0,82,0.98,0.49
22,0,1,1,0,10,3.88,1.94
23,0,1,1,0,184,3.76,1.88
24,0,3,1,0,164,3.16,1.58
25,0,3,1,0,136,4.28,2.14
26,0,1,1,0,145,2.84,1.42
27,0,2,1,0,168,4.36,2.18
28,1,184,1,0,181,1.96,0.98
29,1,345,1,0,135,2.88,1.44
30,1,267,1,0,1,3.54,1.77
31,0,3,2,1,181,3.68,1.84
32,0,4,2,1,116,4.56,2.28
33,0,6,2,1,72,2.7,1.35
34,0,10,2,1,227,5.48,2.74
35,1,470,2,1,-1,4.92,2.46
36,1,220,2,1,92,3.5,1.75
37,1,243,2,1,196,3.86,1.93
38,0,3,3,6,-57,3.96,1.98
39,0,2,3,6,7,2.34,1.17
40,0,1,3,6,221,3.3,1.65
41,0,2,3,6,153,1.28,0.64
42,0,2,3,6,34,3.26,1.63
43,0,3,3,6,163,4.08,2.04
44,1,279,3,6,172,4.9,2.45
45,1,227,3,6,157,5.3,2.65
46,1,307,3,6,52,2.64,1.32
47,0,10,4,3,81,4.1,2.05
48,0,2,4,3,168,3.58,1.79
49,0,7,4,3,34,4.62,2.31
50,0,2,4,3,123,2.42,1.21
51,0,8,4,3,127,2.08,1.04
52,0,5,4,3,118,3.54,1.77
53,0,6,4,3,222,3.28,1.64
54,0,3,4,3,43,4.9,2.45
55,0,2,4,3,19,4.26,2.13
56,1,315,4,3,237,2.1,1.05
57,1,141,4,3,148,3.48,1.74
58,1,201,4,3,76,5.94,2.97
59,1,195,4,3,191,4.18,2.09
60,1,217,4,3,50,4.24,2.12
61,1,227,4,3,191,3.48,1.74
62,1,281,4,3,177,5.3,2.65
63,0,1,5,7,70,4.04,2.02
64,0,2,5,7,70,2.72,1.36
65,0,2,5,7,45,4.5,2.25
66,0,2,5,7,187,3.7,1.85
67,1,179,5,7,-8,3.38,1.69
68,1,333,5,7,63,5.12,2.56
69,1,294,5,7,137,3.5,1.75
70,0,2,6,9,150,2.76,1.38
71,0,7,6,9,205,3.74,1.87
72,0,10,6,9,120,4.26,2.13
73,0,1,6,9,110,4.26,2.13
74,1,243,6,9,68,3.66,1.83
75,1,249,6,9,76,3.22,1.61
