request,product,quantity,client,cluster,duedate,refuse cost,delay cost
0,0,4,0,5,175,4.26,2.13
1,1,254,0,5,201,3.3,1.65
2,1,289,0,5,100,2.74,1.37
3,1,190,0,5,158,4.02,2.01
4,2,196,0,5,94,2.42,1.21
5,2,353,0,5,68,4.96,2.48
6,2,234,0,5,63,4.16,2.08
7,2,199,0,5,164,5.4,2.7
8,2,173,0,5,176,4.16,2.08
9,2,200,0,5,93,3.34,1.67
10,2,583,0,5,188,4.36,2.18
11,2,250,0,5,191,3.48,1.74
12,2,264,0,5,138,3.34,1.67
13,2,369,0,5,14,4.38,2.19
14,0,4,1,0,138,3.76,1.88
15,0,3,1,0,-18,4.38,2.19
16,0,3,1,0,95,1.3,0.65
17,0,3,1,0,183,2.54,1.27
18,1,181,1,0,25,3.48,1.74
19,1,301,1,0,233,4.06,2.03
20,1,323,1,0,-79,4.42,2.21
21,1,203,1,0,88,4.68,2.34
22,1,179,1,0,161,2.36,1.18
23,1,159,1,0,-29,2.42,1.21
24,2,353,1,0,221,2.4,1.2
25,2,255,1,0,64,6.64,3.32
26,2,183,1,0,69,3.32,1.66
27,2,205,1,0,-30,3.22,1.61
28,0,3,2,7,4,4.78,2.39
29,0,5,2,7,162,3.9,1.95
30,0,1,2,7,129,4.96,2.48
31,0,3,2,7,-19,3.62,1.81
32,0,4,2,7,201,4.58,2.29
33,0,3,2,7,145,3.46,1.73
34,1,198,2,7,162,3.48,1.74
35,1,245,2,7,227,4.74,2.37
36,1,286,2,7,176,3.26,1.63
37,1,207,2,7,125,5.2,2.6
38,1,249,2,7,98,4.32,2.16
39,1,315,2,7,240,4.86,2.43
40,1,360,2,7,145,3.08,1.54
41,2,213,2,7,47,3.52,1.76
42,2,159,2,7,135,3.58,1.79
43,2,257,2,7,-46,3.96,1.98
44,2,242,2,7,85,3.96,1.98
45,2,139,2,7,71,4.82,2.41
46,2,231,2,7,134,2.46,1.23
47,0,4,3,9,80,3.82,1.91
48,0,1,3,9,135,3.1,1.55
49,1,214,3,9,175,5.94,2.97
50,1,210,3,9,124,5.44,2.72
51,1,176,3,9,-29,2.9,1.45
52,1,176,3,9,96,4.26,2.13
53,1,153,3,9,154,3.0,1.5
54,1,307,3,9,126,1.1,0.55
55,1,220,3,9,161,5.72,2.86
56,1,181,3,9,216,4.48,2.24
57,1,256,3,9,105,2.46,1.23
58,1,235,3,9,128,4.04,2.02
59,1,166,3,9,192,2.74,1.37
60,1,214,3,9,153,3.62,1.81
61,1,250,3,9,18,5.86,2.93
62,1,336,3,9,194,2.58,1.29
63,1,248,3,9,234,3.54,1.77
64,1,215,3,9,1,1.24,0.62
65,1,341,3,9,132,1.4,0.7
66,1,256,3,9,155,4.12,2.06
67,2,245,3,9,115,5.62,2.81
68,2,208,3,9,224,4.6,2.3
69,2,225,3,9,164,5.64,2.82
70,2,225,3,9,118,2.56,1.28
71,2,197,3,9,78,2.86,1.43
72,2,250,3,9,37,3.96,1.98
73,2,175,3,9,-17,5.64,2.82
74,2,225,3,9,65,3.1,1.55
75,0,2,4,5,74,2.28,1.14
76,0,6,4,5,68,3.14,1.57
77,0,4,4,5,231,5.08,2.54
78,1,275,4,5,143,2.86,1.43
79,2,290,4,5,-18,2.46,1.23
80,2,237,4,5,171,4.0,2.0
81,2,293,4,5,141,2.62,1.31
82,2,167,4,5,200,3.78,1.89
83,0,3,5,2,13,3.36,1.68
84,0,2,5,2,112,1.1,0.55
85,0,2,5,2,94,3.74,1.87
86,0,4,5,2,-1,3.56,1.78
87,0,3,5,2,99,3.96,1.98
88,0,7,5,2,201,3.56,1.78
89,0,7,5,2,58,4.44,2.22
90,1,180,5,2,126,5.08,2.54
91,1,268,5,2,91,4.4,2.2
92,1,149,5,2,182,3.84,1.92
93,1,161,5,2,177,3.68,1.84
94,1,202,5,2,195,4.28,2.14
95,1,233,5,2,39,2.96,1.48
96,1,209,5,2,156,3.98,1.99
97,2,271,5,2,25,2.9,1.45
98,2,190,5,2,147,3.88,1.94
99,2,152,5,2,172,4.36,2.18
100,2,426,5,2,193,4.68,2.34
101,2,258,5,2,174,3.82,1.91
102,2,256,5,2,205,3.26,1.63
103,0,9,6,15,113,1.7,0.85
104,0,3,6,15,24,2.68,1.34
105,0,4,6,15,164,3.54,1.77
106,1,356,6,15,198,4.32,2.16
107,1,201,6,15,-46,3.5,1.75
108,1,320,6,15,153,3.7,1.85
109,1,287,6,15,111,2.6,1.3
110,2,221,6,15,68,3.28,1.64
111,2,192,6,15,120,3.6,1.8
112,2,167,6,15,70,1.62,0.81
113,2,219,6,15,111,3.6,1.8
114,2,253,6,15,85,3.02,1.51
115,2,214,6,15,201,4.78,2.39
116,2,261,6,15,37,4.26,2.13
117,2,184,6,15,150,5.12,2.56
118,2,204,6,15,204,5.3,2.65
119,0,8,7,11,74,1.64,0.82
120,0,2,7,11,114,2.52,1.26
121,0,1,7,11,39,4.6,2.3
122,1,284,7,11,128,4.36,2.18
123,1,165,7,11,176,2.42,1.21
124,1,394,7,11,231,4.24,2.12
125,1,248,7,11,221,3.5,1.75
126,2,181,7,11,176,3.54,1.77
127,2,174,7,11,225,3.44,1.72
128,2,251,7,11,94,1.18,0.59
129,2,147,7,11,51,3.62,1.81
130,2,200,7,11,237,2.74,1.37
131,2,243,7,11,185,4.44,2.22
132,2,290,7,11,172,4.24,2.12
133,2,238,7,11,132,3.74,1.87
134,2,290,7,11,136,4.54,2.27
135,2,187,7,11,187,2.14,1.07
136,2,313,7,11,179,4.1,2.05
137,2,164,7,11,-20,3.0,1.5
138,2,201,7,11,3,2.48,1.24
139,2,223,7,11,122,2.78,1.39
140,2,460,7,11,133,3.22,1.61
141,2,206,7,11,-65,2.58,1.29
142,2,232,7,11,62,3.78,1.89
143,0,2,8,8,170,3.26,1.63
144,0,8,8,8,4,2.64,1.32
145,0,3,8,8,217,3.88,1.94
146,1,239,8,8,233,4.04,2.02
147,1,197,8,8,0,4.44,2.22
148,1,186,8,8,181,4.44,2.22
149,1,194,8,8,9,4.82,2.41
150,1,151,8,8,136,3.82,1.91
151,1,155,8,8,54,3.76,1.88
152,1,268,8,8,27,4.0,2.0
153,1,138,8,8,189,3.8,1.9
154,1,329,8,8,127,4.72,2.36
155,1,323,8,8,39,3.08,1.54
156,1,235,8,8,171,3.44,1.72
157,1,252,8,8,37,2.64,1.32
158,1,302,8,8,182,2.22,1.11
159,1,327,8,8,72,5.1,2.55
160,1,232,8,8,120,2.0,1.0
161,2,268,8,8,182,5.16,2.58
162,2,199,8,8,193,5.3,2.65
163,2,260,8,8,113,2.4,1.2
164,0,3,9,4,-4,2.76,1.38
165,0,2,9,4,0,5.3,2.65
166,0,5,9,4,146,4.54,2.27
167,0,3,9,4,12,3.6,1.8
168,0,2,9,4,8,4.18,2.09
169,1,333,9,4,134,1.94,0.97
170,1,187,9,4,7,3.36,1.68
171,1,190,9,4,197,3.54,1.77
172,1,198,9,4,65,4.6,2.3
173,1,178,9,4,156,3.32,1.66
174,1,221,9,4,189,3.36,1.68
175,1,181,9,4,116,5.28,2.64
176,1,177,9,4,141,3.84,1.92
177,2,230,9,4,246,3.38,1.69
178,2,244,9,4,29,5.02,2.51
179,2,224,9,4,-17,2.64,1.32
180,2,219,9,4,112,3.8,1.9
181,2,236,9,4,168,5.28,2.64
182,0,12,10,2,83,2.92,1.46
183,0,1,10,2,45,5.52,2.76
184,0,1,10,2,236,2.32,1.16
185,1,163,10,2,198,5.16,2.58
186,1,211,10,2,188,3.52,1.76
187,2,230,10,2,104,4.32,2.16
188,2,283,10,2,-66,3.68,1.84
189,2,268,10,2,186,3.64,1.82
190,2,210,10,2,50,3.98,1.99
191,2,263,10,2,230,4.02,2.01
192,2,215,10,2,227,3.08,1.54
193,2,339,10,2,67,2.66,1.33
194,2,216,10,2,93,2.54,1.27
195,0,6,11,0,245,2.96,1.48
196,0,6,11,0,-74,2.82,1.41
197,0,3,11,0,22,3.7,1.85
198,0,6,11,0,107,3.72,1.86
199,0,5,11,0,75,2.14,1.07
200,0,1,11,0,147,4.24,2.12
201,0,5,11,0,113,3.38,1.69
202,0,2,11,0,4,4.56,2.28
203,0,2,11,0,33,3.96,1.98
204,0,6,11,0,121,4.04,2.02
205,1,121,11,0,107,4.56,2.28
206,1,323,11,0,26,3.56,1.78
207,1,210,11,0,28,3.42,1.71
208,1,403,11,0,12,3.8,1.9
209,1,268,11,0,57,2.66,1.33
210,1,300,11,0,-16,4.18,2.09
211,1,142,11,0,221,3.06,1.53
212,1,179,11,0,121,3.5,1.75
213,1,206,11,0,151,3.96,1.98
214,2,375,11,0,232,2.88,1.44
215,2,191,11,0,185,2.94,1.47
216,2,297,11,0,24,3.98,1.99
217,0,5,12,12,240,2.86,1.43
218,0,2,12,12,97,1.54,0.77
219,0,7,12,12,127,3.66,1.83
220,1,335,12,12,9,3.62,1.81
221,1,167,12,12,-6,3.3,1.65
222,1,235,12,12,-31,3.7,1.85
223,1,221,12,12,230,4.84,2.42
224,1,258,12,12,141,3.14,1.57
225,1,183,12,12,74,4.28,2.14
226,1,160,12,12,144,4.52,2.26
227,1,229,12,12,168,2.48,1.24
228,1,227,12,12,73,3.72,1.86
229,1,165,12,12,200,5.66,2.83
230,1,341,12,12,205,3.22,1.61
231,1,216,12,12,142,3.94,1.97
232,1,327,12,12,110,5.1,2.55
233,1,440,12,12,208,4.02,2.01
234,1,219,12,12,150,4.34,2.17
235,2,134,12,12,214,2.74,1.37
236,2,178,12,12,214,5.14,2.57
237,2,166,12,12,177,4.18,2.09
238,2,248,12,12,222,3.38,1.69
239,2,278,12,12,71,5.74,2.87
240,2,351,12,12,224,5.0,2.5
241,0,3,13,13,148,3.68,1.84
242,0,5,13,13,95,4.64,2.32
243,0,6,13,13,76,2.76,1.38
244,1,292,13,13,121,1.96,0.98
245,1,296,13,13,62,4.68,2.34
246,1,179,13,13,14,5.76,2.88
247,1,270,13,13,181,3.28,1.64
248,2,376,13,13,122,1.86,0.93
249,2,185,13,13,115,2.08,1.04
250,2,194,13,13,19,1.6,0.8
251,2,315,13,13,79,3.76,1.88
252,2,175,13,13,206,3.62,1.81
253,2,205,13,13,234,3.28,1.64
254,0,2,14,6,74,2.44,1.22
255,0,6,14,6,-12,4.2,2.1
256,0,1,14,6,194,4.58,2.29
257,0,4,14,6,64,3.72,1.86
258,0,4,14,6,236,4.84,2.42
259,0,1,14,6,147,2.5,1.25
260,0,2,14,6,99,2.38,1.19
261,0,6,14,6,-20,3.72,1.86
262,0,4,14,6,-11,2.52,1.26
263,0,1,14,6,222,4.26,2.13
264,0,3,14,6,218,2.86,1.43
265,0,2,14,6,166,4.84,2.42
266,0,3,14,6,39,4.68,2.34
267,0,1,14,6,13,4.74,2.37
268,1,416,14,6,211,4.14,2.07
269,1,185,14,6,203,3.28,1.64
270,1,181,14,6,29,4.42,2.21
271,1,395,14,6,230,4.46,2.23
272,1,202,14,6,245,3.72,1.86
273,2,284,14,6,179,2.08,1.04
274,2,222,14,6,196,3.46,1.73
275,2,294,14,6,65,2.44,1.22
276,2,166,14,6,47,5.2,2.6
277,2,149,14,6,135,4.68,2.34
278,2,141,14,6,33,3.1,1.55
279,2,186,14,6,112,3.26,1.63
280,2,321,14,6,28,4.68,2.34
281,2,270,14,6,15,2.6,1.3
282,2,228,14,6,-28,5.04,2.52
283,2,225,14,6,207,2.76,1.38
284,0,4,15,10,140,3.36,1.68
285,0,2,15,10,123,2.54,1.27
286,0,2,15,10,245,5.9,2.95
287,0,4,15,10,77,1.48,0.74
288,0,2,15,10,91,2.12,1.06
289,1,202,15,10,-12,2.32,1.16
290,1,310,15,10,25,1.7,0.85
291,1,281,15,10,95,3.0,1.5
292,2,183,15,10,198,4.24,2.12
293,2,220,15,10,156,3.34,1.67
294,2,193,15,10,159,3.64,1.82
295,2,301,15,10,204,4.32,2.16
296,2,229,15,10,67,3.4,1.7
297,1,184,16,10,80,5.88,2.94
298,1,206,16,10,83,3.46,1.73
299,2,270,16,10,92,5.16,2.58
300,2,237,16,10,89,3.66,1.83
301,2,160,16,10,43,2.88,1.44
302,0,2,17,8,135,5.22,2.61
303,0,8,17,8,124,3.24,1.62
304,0,4,17,8,196,2.7,1.35
305,0,5,17,8,200,3.46,1.73
306,0,3,17,8,36,2.36,1.18
307,0,10,17,8,122,2.48,1.24
308,0,2,17,8,98,4.46,2.23
309,1,244,17,8,45,6.0,3.0
310,1,214,17,8,40,4.92,2.46
311,1,212,17,8,237,3.78,1.89
312,2,201,17,8,122,2.7,1.35
313,2,176,17,8,62,4.46,2.23
314,2,183,17,8,59,4.26,2.13
315,2,349,17,8,72,3.78,1.89
316,0,2,18,1,133,4.76,2.38
317,0,2,18,1,81,4.16,2.08
318,0,1,18,1,70,3.2,1.6
319,0,3,18,1,26,2.8,1.4
320,0,3,18,1,171,4.24,2.12
321,0,5,18,1,146,5.18,2.59
322,0,5,18,1,122,3.1,1.55
323,0,5,18,1,6,3.84,1.92
324,0,3,18,1,-23,4.94,2.47
325,0,1,18,1,47,2.94,1.47
326,0,8,18,1,-31,4.72,2.36
327,0,1,18,1,79,4.62,2.31
328,0,1,18,1,168,0.96,0.48
329,1,196,18,1,202,4.42,2.21
330,1,216,18,1,111,5.16,2.58
331,2,149,18,1,183,3.38,1.69
332,2,176,18,1,50,2.84,1.42
333,2,199,18,1,125,3.28,1.64
334,2,361,18,1,186,3.08,1.54
335,0,2,19,13,22,2.42,1.21
336,0,5,19,13,220,4.08,2.04
337,0,4,19,13,161,1.46,0.73
338,0,1,19,13,211,4.86,2.43
339,0,7,19,13,47,3.6,1.8
340,0,7,19,13,247,4.66,2.33
341,1,231,19,13,56,2.46,1.23
342,1,197,19,13,114,2.72,1.36
343,1,221,19,13,241,3.72,1.86
344,1,301,19,13,146,4.34,2.17
345,1,250,19,13,88,3.68,1.84
346,2,220,19,13,5,4.42,2.21
347,2,220,19,13,87,3.12,1.56
348,2,230,19,13,134,2.74,1.37
349,0,1,20,1,75,4.54,2.27
350,1,157,20,1,122,2.34,1.17
351,1,169,20,1,123,5.0,2.5
352,1,214,20,1,88,2.94,1.47
353,2,214,20,1,-65,3.82,1.91
354,2,221,20,1,10,4.8,2.4
355,2,472,20,1,188,3.38,1.69
356,2,366,20,1,20,4.18,2.09
357,2,166,20,1,124,4.06,2.03
358,2,309,20,1,105,1.96,0.98
359,2,243,20,1,185,5.18,2.59
360,2,230,20,1,6,2.28,1.14
361,2,274,20,1,96,1.4,0.7
362,2,359,20,1,-45,3.8,1.9
363,0,3,21,13,-3,4.1,2.05
364,0,4,21,13,173,4.68,2.34
365,1,252,21,13,162,2.6,1.3
366,1,210,21,13,210,4.06,2.03
367,1,212,21,13,-45,5.24,2.62
368,1,167,21,13,171,1.84,0.92
369,1,222,21,13,122,5.08,2.54
370,1,273,21,13,58,3.16,1.58
371,1,202,21,13,-6,2.62,1.31
372,1,188,21,13,-28,3.42,1.71
373,1,282,21,13,104,3.6,1.8
374,2,289,21,13,103,1.5,0.75
375,2,215,21,13,52,1.64,0.82
376,2,279,21,13,83,2.3,1.15
