request,product,quantity,client,cluster,duedate,refuse cost,delay cost
0,0,10,0,3,223,4.0,2.0
1,0,5,0,3,203,2.62,1.31
2,0,5,0,3,68,2.0,1.0
3,1,218,0,3,-30,3.84,1.92
4,1,170,0,3,140,4.32,2.16
5,1,172,0,3,-16,2.44,1.22
6,1,191,0,3,133,4.52,2.26
7,1,152,0,3,152,3.38,1.69
8,1,203,0,3,104,3.0,1.5
9,1,202,0,3,140,5.08,2.54
10,1,210,0,3,150,3.68,1.84
11,1,171,0,3,132,3.74,1.87
12,1,505,0,3,214,4.64,2.32
13,1,223,0,3,187,3.6,1.8
14,0,1,1,1,-26,4.36,2.18
15,0,1,1,1,71,2.88,1.44
16,0,4,1,1,205,3.6,1.8
17,0,3,1,1,222,5.34,2.67
18,0,1,1,1,18,4.54,2.27
19,0,4,1,1,150,4.1,2.05
20,0,2,1,1,26,3.0,1.5
21,1,236,1,1,114,2.88,1.44
22,1,191,1,1,-30,2.58,1.29
23,1,250,1,1,192,5.16,2.58
24,1,467,1,1,96,3.2,1.6
25,1,173,1,1,75,3.86,1.93
26,1,225,1,1,45,3.72,1.86
27,1,125,1,1,-52,3.16,1.58
28,1,385,1,1,107,3.56,1.78
29,1,158,1,1,129,4.3,2.15
30,1,287,1,1,125,4.04,2.02
31,1,160,1,1,234,4.54,2.27
32,0,3,2,6,22,4.7,2.35
33,0,2,2,6,136,4.9,2.45
34,0,1,2,6,90,3.9,1.95
35,0,2,2,6,87,3.08,1.54
36,1,262,2,6,120,3.04,1.52
37,1,138,2,6,153,4.62,2.31
38,0,1,3,6,192,4.36,2.18
39,1,355,3,6,143,3.78,1.89
40,1,150,3,6,77,2.44,1.22
41,1,244,3,6,85,2.22,1.11
42,1,287,3,6,140,3.08,1.54
43,0,7,4,14,48,3.68,1.84
44,0,2,4,14,91,4.94,2.47
45,0,1,4,14,216,4.18,2.09
46,0,6,4,14,36,3.96,1.98
47,0,1,4,14,-11,2.82,1.41
48,1,289,4,14,118,3.54,1.77
49,1,273,4,14,-20,4.38,2.19
50,1,319,4,14,89,5.02,2.51
