request,product,quantity,client,cluster,duedate,refuse cost,delay cost
0,0,2,0,16,232,2.54,1.27
1,0,1,0,16,106,3.8,1.9
2,0,2,0,16,161,3.86,1.93
3,0,2,0,16,203,2.64,1.32
4,0,1,0,16,176,3.36,1.68
5,1,249,0,16,196,2.2,1.1
6,1,230,0,16,69,5.02,2.51
7,1,212,0,16,181,3.88,1.94
8,1,336,0,16,230,4.48,2.24
9,1,213,0,16,-44,3.32,1.66
10,1,285,0,16,236,3.92,1.96
11,1,246,0,16,17,2.68,1.34
12,1,193,0,16,124,1.72,0.86
13,2,238,0,16,150,2.16,1.08
14,2,213,0,16,126,5.66,2.83
15,2,247,0,16,136,4.34,2.17
16,2,402,0,16,78,3.66,1.83
17,2,179,0,16,160,4.24,2.12
18,2,205,0,16,29,4.32,2.16
19,2,157,0,16,95,2.72,1.36
20,2,194,0,16,110,3.58,1.79
21,0,3,1,18,208,4.0,2.0
22,0,9,1,18,103,3.76,1.88
23,0,1,1,18,48,4.62,2.31
24,0,3,1,18,-30,4.68,2.34
25,0,1,1,18,212,2.36,1.18
26,0,1,1,18,241,2.26,1.13
27,0,8,1,18,86,3.74,1.87
28,0,4,1,18,85,2.94,1.47
29,0,4,1,18,134,3.94,1.97
30,0,1,1,18,98,3.74,1.87
31,0,3,1,18,78,2.18,1.09
32,1,279,1,18,230,4.72,2.36
33,1,403,1,18,30,4.26,2.13
34,1,223,1,18,174,2.96,1.48
35,1,168,1,18,22,2.3,1.15
36,1,185,1,18,197,2.52,1.26
37,1,378,1,18,145,2.58,1.29
38,2,217,1,18,182,2.74,1.37
39,2,247,1,18,2,2.34,1.17
40,2,411,1,18,201,4.6,2.3
41,2,161,1,18,145,2.94,1.47
42,0,5,2,14,121,3.52,1.76
43,1,250,2,14,168,3.86,1.93
44,1,139,2,14,227,2.06,1.03
45,1,257,2,14,229,2.24,1.12
46,1,303,2,14,159,4.06,2.03
47,1,254,2,14,3,4.96,2.48
48,1,253,2,14,123,3.58,1.79
49,1,224,2,14,196,4.04,2.02
50,1,291,2,14,30,4.62,2.31
51,2,373,2,14,189,4.46,2.23
52,2,219,2,14,117,3.74,1.87
53,2,209,2,14,25,2.86,1.43
54,2,281,2,14,144,4.26,2.13
55,2,250,2,14,109,2.64,1.32
56,2,412,2,14,116,3.52,1.76
57,2,296,2,14,148,3.48,1.74
58,0,10,3,21,156,3.54,1.77
59,0,5,3,21,7,4.04,2.02
60,0,3,3,21,106,5.26,2.63
61,0,2,3,21,103,3.52,1.76
62,0,3,3,21,4,3.86,1.93
63,1,171,3,21,149,5.62,2.81
64,1,267,3,21,134,3.68,1.84
65,1,224,3,21,71,4.38,2.19
66,2,376,3,21,88,3.36,1.68
67,2,141,3,21,89,1.86,0.93
68,2,205,3,21,9,3.58,1.79
69,2,148,3,21,91,4.28,2.14
70,2,218,3,21,124,5.52,2.76
71,2,178,3,21,182,3.32,1.66
72,2,201,3,21,241,3.6,1.8
73,2,222,3,21,182,3.3,1.65
74,2,265,3,21,164,4.68,2.34
75,2,208,3,21,49,2.28,1.14
76,2,177,3,21,106,3.4,1.7
77,2,291,3,21,55,2.58,1.29
78,2,174,3,21,195,2.94,1.47
79,0,6,4,0,128,3.24,1.62
80,0,4,4,0,-37,4.64,2.32
81,0,4,4,0,227,1.4,0.7
82,0,3,4,0,22,3.68,1.84
83,0,9,4,0,127,4.3,2.15
84,0,3,4,0,61,1.9,0.95
85,0,4,4,0,192,3.22,1.61
86,0,3,4,0,22,3.86,1.93
87,1,154,4,0,95,3.64,1.82
88,1,280,4,0,62,4.18,2.09
89,2,360,4,0,112,3.76,1.88
90,2,315,4,0,175,4.06,2.03
91,2,170,4,0,64,4.7,2.35
92,2,226,4,0,54,3.86,1.93
93,2,147,4,0,84,3.18,1.59
94,0,4,5,12,60,2.58,1.29
95,0,1,5,12,230,3.18,1.59
96,0,6,5,12,62,3.06,1.53
97,0,2,5,12,226,4.42,2.21
98,1,271,5,12,-4,3.36,1.68
99,1,193,5,12,-28,3.66,1.83
100,1,218,5,12,19,2.24,1.12
101,2,517,5,12,184,2.46,1.23
102,0,1,6,10,100,4.3,2.15
103,0,4,6,10,175,3.88,1.94
104,0,3,6,10,43,3.1,1.55
105,0,4,6,10,193,4.38,2.19
106,0,3,6,10,147,5.12,2.56
107,1,219,6,10,181,3.68,1.84
108,1,269,6,10,206,4.7,2.35
109,1,226,6,10,160,2.42,1.21
110,1,231,6,10,48,1.88,0.94
111,1,237,6,10,55,4.34,2.17
112,1,262,6,10,139,2.9,1.45
113,1,194,6,10,66,3.38,1.69
114,1,278,6,10,165,3.38,1.69
115,1,209,6,10,186,2.28,1.14
116,1,244,6,10,121,3.8,1.9
117,1,374,6,10,203,4.6,2.3
118,1,202,6,10,159,4.34,2.17
119,2,151,6,10,156,3.24,1.62
120,2,172,6,10,-20,4.18,2.09
121,2,280,6,10,30,3.94,1.97
122,0,4,7,12,130,1.66,0.83
123,0,2,7,12,131,1.02,0.51
124,1,203,7,12,189,2.88,1.44
125,1,214,7,12,80,2.44,1.22
126,1,154,7,12,133,2.96,1.48
127,1,187,7,12,73,1.84,0.92
128,1,183,7,12,164,1.74,0.87
129,1,323,7,12,202,4.3,2.15
130,1,399,7,12,173,2.48,1.24
131,2,214,7,12,27,4.82,2.41
132,2,178,7,12,38,2.92,1.46
133,2,476,7,12,19,2.66,1.33
134,2,203,7,12,79,1.78,0.89
135,0,9,8,8,211,1.32,0.66
136,0,7,8,8,106,4.7,2.35
137,0,6,8,8,228,3.04,1.52
138,0,7,8,8,185,1.34,0.67
139,0,3,8,8,-12,4.32,2.16
140,1,186,8,8,55,3.64,1.82
141,1,156,8,8,180,4.32,2.16
142,1,274,8,8,107,1.76,0.88
143,1,412,8,8,-33,2.1,1.05
144,1,250,8,8,221,2.02,1.01
145,2,296,8,8,100,4.18,2.09
146,2,293,8,8,114,2.64,1.32
147,2,337,8,8,122,3.7,1.85
148,0,2,9,17,10,3.82,1.91
149,0,4,9,17,66,4.78,2.39
150,0,10,9,17,170,2.26,1.13
151,0,1,9,17,231,3.02,1.51
152,0,1,9,17,226,3.9,1.95
153,0,4,9,17,157,3.98,1.99
154,0,5,9,17,136,3.84,1.92
155,1,214,9,17,94,1.92,0.96
156,1,221,9,17,112,4.86,2.43
157,1,222,9,17,43,1.9,0.95
158,1,196,9,17,189,3.72,1.86
159,1,279,9,17,59,4.46,2.23
160,1,144,9,17,120,3.78,1.89
161,1,271,9,17,138,2.62,1.31
162,1,254,9,17,178,2.32,1.16
163,1,173,9,17,-29,3.84,1.92
164,1,272,9,17,83,3.24,1.62
165,1,154,9,17,73,4.34,2.17
166,1,170,9,17,78,4.66,2.33
167,2,156,9,17,181,4.6,2.3
168,2,269,9,17,167,5.28,2.64
169,2,371,9,17,82,5.56,2.78
170,1,164,10,0,162,4.76,2.38
171,1,159,10,0,167,3.8,1.9
172,1,190,10,0,143,3.76,1.88
173,1,193,10,0,234,3.98,1.99
174,2,169,10,0,187,3.4,1.7
175,2,181,10,0,243,4.62,2.31
176,2,239,10,0,2,2.94,1.47
177,2,177,10,0,154,2.62,1.31
178,2,215,10,0,194,4.84,2.42
179,2,277,10,0,200,3.96,1.98
180,2,124,10,0,192,4.38,2.19
181,2,291,10,0,175,4.7,2.35
182,2,252,10,0,65,3.86,1.93
183,0,8,11,8,130,3.18,1.59
184,0,11,11,8,48,4.84,2.42
185,0,4,11,8,142,3.76,1.88
186,0,11,11,8,52,4.02,2.01
187,0,4,11,8,29,2.4,1.2
188,0,5,11,8,124,2.36,1.18
189,0,2,11,8,54,4.32,2.16
190,1,248,11,8,114,4.94,2.47
191,1,296,11,8,242,4.66,2.33
192,1,223,11,8,-23,5.08,2.54
193,2,197,11,8,164,2.58,1.29
