request,product,quantity,client,cluster,duedate,refuse cost,delay cost
0,0,2,0,0,233,2.28,1.14
1,0,2,0,0,220,3.9,1.95
2,0,1,0,0,165,3.68,1.84
3,0,4,0,0,134,1.74,0.87
4,0,1,0,0,94,2.92,1.46
5,0,1,0,0,32,3.54,1.77
6,0,8,0,0,54,3.76,1.88
7,1,198,0,0,118,1.78,0.89
8,1,177,0,0,241,3.68,1.84
9,1,186,0,0,195,2.98,1.49
10,1,289,0,0,210,2.68,1.34
11,1,218,0,0,78,3.16,1.58
12,1,310,0,0,105,3.38,1.69
13,2,200,0,0,183,4.76,2.38
14,2,224,0,0,100,2.44,1.22
15,3,135,0,0,221,2.74,1.37
16,3,191,0,0,181,3.58,1.79
17,3,452,0,0,214,2.8,1.4
18,3,408,0,0,163,4.12,2.06
19,0,11,1,4,219,3.08,1.54
20,0,2,1,4,234,3.8,1.9
21,0,4,1,4,217,3.86,1.93
22,0,2,1,4,43,3.24,1.62
23,0,2,1,4,39,2.4,1.2
24,0,2,1,4,82,2.62,1.31
25,0,1,1,4,143,4.62,2.31
26,1,293,1,4,209,3.64,1.82
27,1,138,1,4,28,3.5,1.75
28,2,210,1,4,-3,4.44,2.22
29,3,327,1,4,4,1.4,0.7
30,3,164,1,4,-21,2.98,1.49
31,3,271,1,4,232,3.0,1.5
32,3,256,1,4,203,3.72,1.86
33,3,208,1,4,86,5.42,2.71
34,3,246,1,4,37,4.42,2.21
35,3,182,1,4,112,4.98,2.49
36,3,197,1,4,192,5.68,2.84
37,3,248,1,4,111,3.78,1.89
38,3,159,1,4,164,3.24,1.62
39,3,142,1,4,192,2.92,1.46
40,3,349,1,4,-13,5.28,2.64
41,3,318,1,4,15,4.28,2.14
42,3,148,1,4,190,2.76,1.38
43,3,342,1,4,152,3.76,1.88
44,3,244,1,4,182,4.12,2.06
45,3,117,1,4,134,3.98,1.99
46,3,333,1,4,179,3.3,1.65
47,0,3,2,0,145,2.9,1.45
48,0,1,2,0,65,4.3,2.15
49,0,2,2,0,176,2.26,1.13
50,0,1,2,0,130,4.1,2.05
51,0,1,2,0,148,3.02,1.51
52,1,128,2,0,107,2.0,1.0
53,1,175,2,0,125,4.66,2.33
54,1,212,2,0,18,4.46,2.23
55,1,250,2,0,211,3.02,1.51
56,1,171,2,0,211,3.02,1.51
57,1,215,2,0,157,5.76,2.88
58,1,134,2,0,162,2.46,1.23
59,1,138,2,0,219,4.58,2.29
60,2,198,2,0,45,2.54,1.27
61,2,218,2,0,167,0.9,0.45
62,2,147,2,0,134,5.36,2.68
63,2,284,2,0,227,2.98,1.49
64,2,189,2,0,81,2.02,1.01
65,2,327,2,0,154,4.64,2.32
66,3,358,2,0,37,3.46,1.73
67,3,157,2,0,114,4.36,2.18
68,3,235,2,0,140,4.18,2.09
69,3,230,2,0,183,3.9,1.95
70,0,4,3,3,103,1.94,0.97
71,0,3,3,3,99,5.86,2.93
72,0,3,3,3,58,4.22,2.11
73,0,2,3,3,102,3.98,1.99
74,0,4,3,3,104,3.44,1.72
75,0,3,3,3,-4,4.72,2.36
76,0,10,3,3,65,2.66,1.33
77,0,1,3,3,47,4.14,2.07
78,0,3,3,3,215,5.36,2.68
79,1,237,3,3,175,4.02,2.01
80,1,152,3,3,93,3.94,1.97
81,1,437,3,3,69,3.86,1.93
82,1,243,3,3,182,2.86,1.43
83,2,146,3,3,79,1.94,0.97
84,2,211,3,3,17,4.5,2.25
85,2,169,3,3,155,2.72,1.36
86,2,341,3,3,197,5.58,2.79
87,3,180,3,3,75,2.28,1.14
88,3,318,3,3,54,4.14,2.07
89,3,288,3,3,68,3.48,1.74
90,3,156,3,3,10,2.94,1.47
91,3,188,3,3,101,4.62,2.31
92,3,286,3,3,170,4.9,2.45
93,3,218,3,3,89,3.92,1.96
94,3,267,3,3,92,3.38,1.69
95,3,242,3,3,75,2.4,1.2
96,3,207,3,3,118,3.9,1.95
97,0,5,4,4,243,3.42,1.71
98,0,2,4,4,207,4.34,2.17
99,0,2,4,4,207,5.72,2.86
100,0,3,4,4,84,4.92,2.46
101,0,2,4,4,131,3.14,1.57
102,0,3,4,4,159,2.76,1.38
103,0,4,4,4,203,4.18,2.09
104,0,1,4,4,-63,1.88,0.94
105,0,2,4,4,-34,4.66,2.33
106,1,446,4,4,198,2.88,1.44
107,1,346,4,4,177,3.74,1.87
108,1,215,4,4,144,4.9,2.45
109,1,167,4,4,209,5.14,2.57
110,1,209,4,4,150,3.66,1.83
111,2,264,4,4,17,2.54,1.27
112,2,250,4,4,87,4.12,2.06
113,2,176,4,4,-24,1.42,0.71
114,2,364,4,4,204,3.22,1.61
115,2,298,4,4,97,5.52,2.76
116,2,329,4,4,242,2.5,1.25
117,2,193,4,4,108,3.32,1.66
118,2,270,4,4,60,4.82,2.41
119,2,173,4,4,98,4.02,2.01
120,2,260,4,4,151,3.82,1.91
121,2,227,4,4,48,4.1,2.05
122,2,269,4,4,148,4.5,2.25
123,3,241,4,4,125,3.62,1.81
124,3,255,4,4,63,3.04,1.52
125,3,273,4,4,75,2.78,1.39
126,3,168,4,4,-45,4.62,2.31
127,3,397,4,4,110,4.84,2.42
128,0,2,5,2,59,2.72,1.36
129,0,1,5,2,51,2.56,1.28
130,0,13,5,2,71,4.58,2.29
131,0,5,5,2,176,3.46,1.73
132,0,1,5,2,88,5.42,2.71
133,0,3,5,2,124,2.92,1.46
134,0,1,5,2,196,2.1,1.05
135,1,165,5,2,164,4.54,2.27
136,1,221,5,2,155,3.48,1.74
137,1,221,5,2,39,4.28,2.14
138,1,180,5,2,142,5.02,2.51
139,2,145,5,2,56,2.24,1.12
140,2,207,5,2,159,4.44,2.22
141,2,232,5,2,-6,4.9,2.45
142,2,218,5,2,194,4.66,2.33
143,3,316,5,2,130,3.52,1.76
144,3,133,5,2,156,4.06,2.03
145,3,211,5,2,50,2.54,1.27
146,3,215,5,2,169,5.54,2.77
147,3,228,5,2,40,2.86,1.43
148,3,217,5,2,206,5.96,2.98
149,0,3,6,3,-2,3.26,1.63
150,1,423,6,3,75,4.6,2.3
151,1,210,6,3,4,2.02,1.01
152,1,218,6,3,28,3.5,1.75
153,1,347,6,3,203,4.74,2.37
154,1,213,6,3,166,4.28,2.14
155,2,226,6,3,137,2.2,1.1
156,2,232,6,3,120,5.4,2.7
157,2,253,6,3,135,2.02,1.01
158,2,216,6,3,159,3.08,1.54
159,2,235,6,3,185,3.28,1.64
160,2,182,6,3,95,5.2,2.6
161,2,150,6,3,166,3.86,1.93
162,2,246,6,3,143,3.44,1.72
163,2,166,6,3,0,4.54,2.27
164,3,165,6,3,71,4.32,2.16
165,3,156,6,3,-53,4.64,2.32
166,3,224,6,3,130,3.94,1.97
167,3,383,6,3,72,4.62,2.31
168,3,249,6,3,155,1.88,0.94
169,0,4,7,2,123,4.56,2.28
170,0,1,7,2,19,3.38,1.69
171,0,1,7,2,150,2.52,1.26
172,0,3,7,2,129,3.16,1.58
173,0,3,7,2,-22,4.88,2.44
174,1,230,7,2,180,3.82,1.91
175,1,245,7,2,15,4.48,2.24
176,1,417,7,2,-26,1.48,0.74
177,2,349,7,2,166,5.12,2.56
178,2,165,7,2,22,3.52,1.76
179,2,319,7,2,180,2.36,1.18
180,2,161,7,2,-38,0.98,0.49
181,3,208,7,2,228,5.56,2.78
182,3,339,7,2,203,4.04,2.02
183,0,3,8,2,131,3.86,1.93
184,0,6,8,2,132,4.42,2.21
185,1,213,8,2,106,3.4,1.7
186,1,185,8,2,-46,5.08,2.54
187,1,345,8,2,203,1.82,0.91
188,1,270,8,2,143,2.98,1.49
189,1,288,8,2,168,1.1,0.55
190,1,239,8,2,152,3.12,1.56
191,1,197,8,2,-46,1.76,0.88
192,1,155,8,2,187,4.34,2.17
193,3,202,8,2,125,4.14,2.07
194,3,307,8,2,75,2.6,1.3
195,3,367,8,2,51,4.96,2.48
196,3,257,8,2,207,4.7,2.35
197,3,135,8,2,91,4.1,2.05
198,0,7,9,0,-42,3.04,1.52
199,0,3,9,0,201,3.86,1.93
200,0,2,9,0,87,5.04,2.52
201,0,3,9,0,185,2.78,1.39
202,0,7,9,0,126,4.02,2.01
203,0,2,9,0,130,1.96,0.98
204,0,2,9,0,42,3.76,1.88
205,1,245,9,0,108,2.82,1.41
206,1,309,9,0,220,4.1,2.05
207,1,270,9,0,16,3.94,1.97
208,2,258,9,0,251,4.1,2.05
209,2,227,9,0,83,2.7,1.35
210,2,154,9,0,13,4.0,2.0
211,2,187,9,0,87,2.12,1.06
212,2,253,9,0,103,2.06,1.03
213,2,144,9,0,-4,3.58,1.79
214,2,269,9,0,160,4.06,2.03
215,2,263,9,0,170,4.76,2.38
216,3,239,9,0,-32,5.58,2.79
217,3,271,9,0,67,5.24,2.62
218,3,226,9,0,178,2.34,1.17
219,3,184,9,0,102,3.18,1.59
220,0,2,10,1,53,4.08,2.04
221,0,1,10,1,226,2.68,1.34
222,0,6,10,1,0,3.0,1.5
223,0,1,10,1,248,4.28,2.14
224,0,1,10,1,35,3.96,1.98
225,0,2,10,1,165,5.14,2.57
226,0,1,10,1,188,4.74,2.37
227,0,2,10,1,90,5.16,2.58
228,1,273,10,1,151,4.74,2.37
229,1,187,10,1,233,4.34,2.17
230,1,298,10,1,8,4.04,2.02
231,1,287,10,1,193,3.08,1.54
232,2,201,10,1,78,3.28,1.64
233,2,229,10,1,-29,4.58,2.29
234,2,222,10,1,146,3.58,1.79
235,2,174,10,1,67,3.66,1.83
236,2,232,10,1,185,2.28,1.14
237,3,330,10,1,192,4.66,2.33
238,3,251,10,1,101,4.32,2.16
239,3,239,10,1,68,4.26,2.13
240,0,3,11,0,77,4.78,2.39
241,0,3,11,0,175,3.46,1.73
242,0,1,11,0,38,3.98,1.99
243,0,2,11,0,150,4.4,2.2
244,1,266,11,0,25,4.4,2.2
245,1,256,11,0,92,3.86,1.93
246,2,172,11,0,245,3.56,1.78
247,2,297,11,0,101,3.76,1.88
248,2,166,11,0,-4,4.54,2.27
249,2,244,11,0,197,3.7,1.85
250,2,174,11,0,109,3.08,1.54
251,2,242,11,0,86,2.66,1.33
252,2,199,11,0,168,1.94,0.97
253,2,223,11,0,109,3.14,1.57
254,3,383,11,0,35,4.16,2.08
