request,product,quantity,client,cluster,duedate,refuse cost,delay cost
0,0,10,0,5,211,4.46,2.23
1,0,2,0,5,189,5.22,2.61
2,1,389,0,5,94,1.92,0.96
3,1,203,0,5,233,3.28,1.64
4,2,301,0,5,-56,3.9,1.95
5,2,197,0,5,180,4.28,2.14
6,2,230,0,5,-1,4.72,2.36
7,2,409,0,5,233,2.8,1.4
8,2,384,0,5,179,4.14,2.07
9,2,181,0,5,122,3.2,1.6
10,0,3,1,0,16,3.64,1.82
11,0,2,1,0,51,4.56,2.28
12,0,4,1,0,218,3.5,1.75
13,0,1,1,0,133,3.32,1.66
14,0,3,1,0,-24,3.76,1.88
15,0,8,1,0,23,5.2,2.6
16,0,1,1,0,93,4.26,2.13
17,1,325,1,0,126,3.96,1.98
18,1,211,1,0,126,3.38,1.69
19,1,284,1,0,190,3.76,1.88
20,2,257,1,0,194,3.2,1.6
21,2,168,1,0,200,4.3,2.15
22,2,211,1,0,115,3.88,1.94
23,0,6,2,6,-32,1.62,0.81
24,0,3,2,6,119,4.78,2.39
25,0,3,2,6,238,2.44,1.22
26,0,1,2,6,105,4.2,2.1
27,0,2,2,6,153,4.98,2.49
28,0,2,2,6,136,4.06,2.03
29,1,194,2,6,235,4.8,2.4
30,1,270,2,6,216,2.96,1.48
31,1,232,2,6,179,4.14,2.07
32,1,264,2,6,155,2.68,1.34
33,1,168,2,6,-28,3.48,1.74
34,1,197,2,6,148,5.74,2.87
35,2,340,2,6,55,5.02,2.51
36,2,262,2,6,187,1.18,0.59
37,2,246,2,6,196,4.84,2.42
38,2,220,2,6,3,4.2,2.1
39,2,275,2,6,159,1.58,0.79
40,0,2,3,2,108,3.36,1.68
41,0,6,3,2,163,2.94,1.47
42,0,3,3,2,107,4.04,2.02
43,1,293,3,2,38,3.88,1.94
44,1,291,3,2,93,5.7,2.85
45,1,208,3,2,157,3.4,1.7
46,1,208,3,2,164,2.82,1.41
47,1,207,3,2,194,6.5,3.25
48,1,235,3,2,153,2.48,1.24
49,2,185,3,2,134,3.86,1.93
50,2,265,3,2,101,3.02,1.51
51,2,232,3,2,15,1.96,0.98
52,2,320,3,2,202,4.36,2.18
53,2,250,3,2,95,5.14,2.57
54,2,247,3,2,212,0.9,0.45
55,2,212,3,2,27,4.5,2.25
56,0,1,4,10,182,4.08,2.04
57,0,2,4,10,104,3.64,1.82
58,0,4,4,10,233,3.56,1.78
59,0,1,4,10,164,2.86,1.43
60,0,3,4,10,180,2.98,1.49
61,0,6,4,10,60,3.92,1.96
